order_id,warehouse,shipping_mode,distance_km,weight_kg,promised_days,actual_days,cost_inr,delayed,customer_rating
QC100333,Hyderabad,Road,692.1,3.32,2.1,2.88,5339.54,1,3.2
QC100334,Bangalore,ROAD,735.2,2.65,2.5,1.85,5720.64,0,4.2
QC100335,Pune,Rail,791.3,2.05,2.4,3.22,4447.35,1,2.7
QC100336,Mumbai,Road,622.2,3.34,2.3,2.55,4709.01,1,3.8
QC100337,Bangalore,Air,851.2,1.82,2.4,0.92,16869.75,0,3.4
QC100338,Hyderabad,Air,1286.9,3.65,3.8,1.49,25546.43,0,4.8
QC100339,Bangalore,Road,512.3,2.63,2.0,1.49,3858.5,0,5.0
QC100340,Mumbai,AIR,1018.2,4.56,3.0,1.26,20215.08,0,4.3
QC100341,Bangalore,Rail,1253.1,5.44,3.8,4.0,6806.38,1,3.3
QC100342,Delhi-NCR,Road,642.7,5.44,2.3,1.9,5066.04,0,4.9
QC100343,Bangalore,Rail,625.3,3.64,2.1,2.71,3338.18,1,2.9
QC100344,Pune,ROAD,846.1,3.9,2.7,2.14,6656.22,0,4.7
QC100345,Pune,Road,831.2,2.48,2.3,1.92,6444.71,0,3.9
QC100346,Delhi-NCR,Road,1130.8,4.51,3.4,3.59,8668.57,1,2.7
QC100347,Mumbai,Road,671.3,4.83,2.2,2.47,5283.97,1,3.4
QC100348,Pune,Rail,1394.6,1.17,3.5,4.37,7587.72,1,3.3
QC100349,Hyderabad,Rail,90.8,3.77,0.8,1.16,555.85,1,
QC100350,Pune,Air,12.4,6.83,1.0,1.08,325.17,1,4.0
QC100351,Pune,Air,899.2,2.43,3.0,1.73,17880.76,0,4.2
QC100352,Mumbai,Road,423.4,2.13,1.7,1.47,3284.73,0,4.7
QC100353,Bangalore,Road,342.6,2.34,1.4,1.05,2621.66,0,5.0
QC100354,Pune,Air,442.2,1.22,1.6,1.19,8696.92,0,4.5
QC100355,Delhi-NCR,Road,364.4,3.24,1.8,1.87,2794.94,1,3.9
QC100356,Bangalore,ROAD,50.9,3.06,1.0,0.81,414.27,0,4.0
QC100357,Hyderabad,Air,1360.4,,3.7,1.67,27066.51,0,
QC100358,Mumbai,Road,315.3,3.86,1.4,1.2,2533.17,0,4.0
QC100359,Hyderabad,Road,1029.8,1.86,3.1,2.94,7884.45,0,4.1
QC100360,Bangalore,Road,1069.5,3.54,3.2,2.55,8220.72,0,3.7
QC100361,Bangalore,Road,1301.5,3.92,3.5,2.89,10086.52,0,4.5
QC100362,Bangalore,Air,50.5,2.24,0.7,0.42,1056.26,0,4.7
QC100363,Hyderabad,Road,1221.9,3.87,3.3,3.18,9432.4,0,4.8
QC100364,Bangalore,Air,741.9,3.15,2.3,1.04,14704.12,0,3.7
QC100365,Hyderabad,Road,888.5,2.06,2.6,1.84,6826.7,0,4.6
QC100366,Bangalore,Road,905.1,3.56,3.0,2.1,6988.35,0,4.6
QC100367,Delhi-NCR,Road,1149.2,2.52,3.2,3.86,8831.27,1,3.6
QC100368,Bangalore,Road,472.1,4.56,1.6,1.12,3737.69,0,4.0
QC100369,Hyderabad,Air,1028.4,2.6,2.9,1.67,20455.04,0,3.1
QC100370,Pune,Rail,743.8,1.39,2.4,2.3,3986.4,0,4.8
QC100371,Bangalore,Road,1112.4,3.53,3.0,3.07,8543.39,1,3.2
QC100372,Pune,Road,1386.8,3.45,3.8,3.53,10629.88,0,4.5
QC100373,Delhi-NCR,Road,287.3,,1.2,1.22,2309.42,1,3.3
QC100374,Mumbai,Road,1392.6,4.71,4.0,3.51,10873.38,0,4.5
QC100375,Delhi-NCR,Air,133.0,4.57,1.1,0.3,2687.84,0,4.8
QC100376,Bangalore,Road,11.2,1.78,1.1,0.96,107.69,0,3.5
QC100377,Pune,Road,69.5,2.02,0.9,1.28,618.57,1,3.9
QC100378,Pune,Road,483.8,2.76,1.4,1.52,3708.32,1,3.2
QC100379,Hyderabad,Road,889.0,1.91,3.0,2.89,6887.12,0,5.0
QC100380,Pune,Road,104.1,4.41,1.1,1.14,874.49,1,3.1
QC100381,Hyderabad,Road,15.9,3.29,0.9,0.63,76.23,0,4.1
QC100382,Mumbai,Road,1312.4,1.56,3.5,2.88,9989.91,0,4.3
QC100383,Bangalore,Road,1152.1,,3.3,3.47,8826.23,1,3.5
QC100384,Hyderabad,Air,1134.4,6.13,3.3,1.39,22644.84,0,4.3
QC100385,Mumbai,Road,1239.1,7.55,3.5,2.92,9561.46,0,4.7
QC100386,Pune,Rail,982.4,4.15,2.7,3.9,5347.61,1,3.1
QC100387,Pune,Road,153.3,2.65,1.5,1.18,1233.11,0,4.4
QC100388,Mumbai,Air,563.5,2.31,2.2,0.94,11098.75,0,5.0
QC100389,Pune,Air,1014.6,4.18,3.1,0.97,20182.23,0,4.6
QC100390,Mumbai,Air,398.2,3.14,1.9,0.99,7848.26,0,4.6
QC100391,Hyderabad,Air,964.9,1.14,3.0,2.52,19159.57,0,3.7
QC100392,Hyderabad,Road,42.1,5.58,0.8,1.08,373.98,1,4.0
QC100393,Mumbai,Road,434.1,6.74,1.9,1.68,3385.66,0,4.9
QC100394,Hyderabad,Road,772.4,4.68,2.6,2.7,6009.47,1,2.9
QC100395,Hyderabad,Road,887.9,1.56,2.6,2.54,6868.15,0,4.9
QC100396,Hyderabad,Road,811.2,2.05,2.7,2.36,6265.16,0,4.6
QC100397,Delhi-NCR,Road,979.3,0.99,2.9,2.88,7521.92,0,4.4
QC100398,Bangalore,Road,16.5,7.83,0.9,0.35,280.47,0,5.0
QC100399,Pune,Road,148.5,2.43,1.2,0.79,1202.7,0,4.1
QC100400,Delhi-NCR,Air,1217.6,12.18,3.7,1.57,24354.6,0,4.0
QC100401,Hyderabad,Air,957.0,9.71,2.8,1.26,19099.72,0,4.5
QC100402,Mumbai,Rail,165.2,1.75,1.2,0.97,962.85,0,4.7
QC100403,Hyderabad,Road,1180.2,1.96,3.7,3.44,9015.92,0,4.9
QC100404,Bangalore,Road,345.2,3.97,1.5,1.26,2777.72,0,4.3
QC100405,Hyderabad,Road,673.7,,2.3,2.25,5219.65,0,4.0
QC100406,Mumbai,Road,210.1,2.31,1.6,1.62,1779.7,1,4.6
QC100407,Bangalore,Air,996.5,2.18,3.1,1.24,19800.77,0,3.9
QC100408,Hyderabad,Road,936.3,9.12,2.6,3.67,7381.4,1,3.3
QC100409,Bangalore,Air,301.9,3.31,1.3,0.69,5943.57,0,4.8
QC100410,Pune,Road,1209.9,2.53,3.5,3.08,9357.78,0,5.0
QC100411,Pune,Road,566.6,2.06,2.1,2.39,4442.16,1,3.0
QC100412,Hyderabad,Air,415.2,5.14,1.7,0.73,8403.76,0,3.5
QC100413,Bangalore,Road,220.0,2.23,1.6,0.3,1730.37,0,4.1
QC100414,Mumbai,Road,378.5,2.91,1.5,1.36,2927.39,0,4.8
QC100415,Hyderabad,Road,38.7,2.05,0.9,0.62,267.58,0,4.7
QC100416,Pune,Road,819.9,1.21,2.3,3.05,6234.13,1,3.6
QC100417,Pune,Road,1180.4,1.65,3.5,2.84,9058.22,0,4.8
QC100418,Hyderabad,Road,772.2,2.22,2.4,2.28,5842.2,0,5.0
QC100419,Bangalore,Road,313.2,2.57,1.6,1.68,2396.15,1,2.9
QC100420,Pune,Road,54.9,2.63,1.1,0.88,472.7,0,3.8
QC100421,Bangalore,Road,306.8,2.85,1.8,1.09,2402.35,0,4.6
QC100422,Pune,Air,587.2,2.24,2.2,0.6,11608.72,0,3.9
QC100423,Pune,Road,1065.4,6.75,3.1,3.08,8197.78,0,3.8
QC100424,Delhi-NCR,Air,269.5,5.31,1.5,0.61,5366.61,0,5.0
QC100425,Pune,Road,1009.9,2.77,2.9,2.51,7762.34,0,4.5
QC100426,Mumbai,Road,1214.8,3.5,3.5,2.83,9484.01,0,4.4
QC100427,Hyderabad,Rail,639.9,2.4,2.2,2.14,3562.28,0,4.4
QC100428,Hyderabad,ROAD,1151.4,0.55,3.3,2.88,8830.96,0,4.3
QC100429,Bangalore,Road,780.1,3.04,2.4,2.47,6055.72,1,3.9
QC100430,Pune,Road,894.8,3.61,2.8,2.89,6971.15,1,2.5
QC100431,Mumbai,Road,740.6,1.14,2.5,2.5,5726.65,0,3.6
QC100432,Bangalore,Road,652.7,4.05,2.0,1.84,5047.56,0,
QC100433,Delhi-NCR,Road,334.6,2.54,1.4,1.37,2554.67,0,4.5
QC100434,Bangalore,Rail,430.0,3.68,1.8,1.55,2380.72,0,5.0
QC100435,Bangalore,Road,411.6,2.59,1.3,1.77,3255.61,1,3.7
QC100436,Pune,Road,792.1,6.36,2.8,1.61,6157.82,0,4.7
QC100437,Delhi-NCR,Road,175.0,3.44,1.1,0.88,1334.39,0,4.4
QC100438,Bangalore,Air,1284.2,5.48,3.5,1.13,104750.87754090733,0,3.7
QC100439,Mumbai,Road,1011.2,5.76,3.0,3.23,7832.1,1,3.6
QC100440,Mumbai,Road,566.8,1.53,2.1,1.57,4302.02,0,5.0
QC100441,Hyderabad,ROAD,228.8,1.93,1.2,0.5,1758.87,0,4.3
QC100442,Delhi-NCR,RAIL,1235.7,3.94,3.6,4.35,6831.07,1,3.0
QC100443,Delhi-NCR,Road,1154.7,2.41,3.4,3.29,8873.6,0,4.3
QC100444,Hyderabad,Road,1012.6,2.6,2.9,2.74,7748.16,0,4.7
QC100445,Bangalore,Road,386.0,6.5,1.6,1.05,3088.43,0,4.5
QC100446,Delhi-NCR,Road,568.2,2.49,1.8,1.75,4506.81,0,4.9
QC100447,Mumbai,Road,151.0,1.68,0.9,1.17,1178.15,1,
QC100448,Mumbai,Road,271.1,1.82,1.4,1.23,1965.34,0,4.3
QC100449,Pune,Air,1098.0,11.13,3.1,1.36,21979.74,0,4.5
QC100450,Delhi-NCR,Air,1003.3,,3.3,1.03,19934.73,0,4.1
QC100451,Bangalore,Road,834.1,1.33,2.6,2.14,6410.21,0,5.0
QC100452,Hyderabad,Rail,1254.9,1.04,3.3,4.23,6782.03,1,3.7
QC100453,Hyderabad,Road,819.9,2.07,2.4,2.64,6261.06,1,2.8
QC100454,Bangalore,Road,658.0,2.67,2.4,1.92,5172.66,0,4.0
QC100455,Pune,Road,481.8,5.31,1.8,1.29,3671.05,0,4.7
QC100456,Hyderabad,Rail,1317.1,,3.8,3.34,7183.98,0,4.5
QC100457,Delhi-NCR,Road,123.1,2.99,1.0,1.68,975.59,1,3.5
QC100458,Pune,Road,1303.8,2.29,3.6,2.94,10066.5,0,4.3
QC100459,Delhi-NCR,Road,1158.8,3.68,3.5,2.66,9005.2,0,4.6
QC100460,Mumbai,Air,188.9,1.05,1.1,0.52,3745.52,0,4.3
QC100461,Pune,Road,794.5,9.86,2.6,1.66,6266.98,0,4.7
QC100462,Hyderabad,Road,1214.2,4.45,3.4,3.1,9385.41,0,4.8
QC100463,Pune,ROAD,804.0,5.05,2.7,2.59,6304.7,0,5.0
QC100464,Pune,Road,1270.8,1.58,3.8,4.1,9812.02,1,3.0
QC100465,Pune,Road,1320.6,,3.6,3.66,10187.11,1,3.3
QC100466,Pune,Air,596.0,2.28,2.0,0.74,11868.11,0,3.8
QC100467,Delhi-NCR,ROAD,533.2,1.7,2.1,1.92,4132.58,0,5.0
QC100468,Mumbai,Road,1311.4,2.93,3.5,2.59,10078.0,0,3.4
QC100469,Bangalore,Air,947.8,2.89,3.1,0.98,18840.89,0,5.0
QC100470,Pune,Road,169.5,1.57,1.4,0.8,1326.15,0,4.4
QC100471,Hyderabad,Road,66.9,1.76,0.8,0.85,552.94,1,
QC100472,Pune,Rail,794.0,1.68,2.3,3.53,4236.48,1,3.2
QC100473,Hyderabad,Road,1302.8,1.69,3.5,2.85,9941.76,0,4.4
QC100474,Delhi-NCR,Road,1183.2,2.38,3.2,3.34,9143.39,1,3.6
QC100475,Hyderabad,Road,948.8,1.31,3.0,2.08,7209.26,0,3.6
QC100476,Bangalore,Road,201.6,1.98,1.5,0.75,1606.09,0,4.1
QC100477,Mumbai,Road,361.9,5.62,1.7,0.99,2864.81,0,4.0
QC100478,Hyderabad,Road,1226.7,4.92,3.4,2.86,9534.65,0,4.6
QC100479,Hyderabad,Road,262.5,1.6,1.4,1.6,2075.85,1,3.3
QC100480,Mumbai,Road,395.6,5.34,1.5,1.5,3095.26,1,3.6
QC100481,Bangalore,Rail,188.4,0.92,1.4,1.4,1020.53,0,4.5
QC100482,Pune,Air,949.1,12.9,2.9,1.07,18905.25,0,4.9
QC100483,Hyderabad,Road,1322.0,6.55,3.8,3.64,10223.38,0,4.0
QC100484,Mumbai,Road,382.4,2.15,1.5,2.01,2887.85,1,
QC100485,Delhi-NCR,Air,669.8,3.78,2.2,1.09,13316.96,0,5.0
QC100486,Mumbai,Road,891.0,1.3,2.9,2.76,6801.27,0,4.9
QC100487,Delhi-NCR,Road,1399.3,3.12,4.1,3.78,10708.21,0,3.7
QC100488,Bangalore,Rail,153.9,2.69,1.0,1.29,950.74,1,2.8
QC100489,Pune,Road,702.0,1.82,2.4,1.93,5326.49,0,4.4
QC100490,Mumbai,Air,544.1,2.27,1.9,0.3,10756.26,0,4.3
QC100491,Hyderabad,Rail,1213.2,2.14,3.8,4.02,6547.91,1,3.3
QC100492,Bangalore,Road,670.5,1.52,2.2,1.69,22041.343505941863,0,4.8
QC100493,Mumbai,Road,162.5,1.8,1.3,0.3,1222.92,0,4.5
QC100494,Hyderabad,Road,891.1,1.26,2.8,2.76,6818.05,0,4.6
QC100495,Mumbai,Air,1080.9,5.02,3.5,1.0,21510.31,0,4.7
QC100496,Delhi-NCR,Rail,12.0,1.72,0.9,2.05,135.95,1,3.8
QC100497,Mumbai,Air,1203.7,1.44,3.3,0.89,23896.46,0,2.9
QC100498,Mumbai,Road,266.9,4.98,1.5,0.65,2016.93,0,4.2
QC100499,Mumbai,Air,776.5,3.75,2.6,1.4,15465.01,0,4.0
QC100500,Bangalore,Rail,586.8,4.87,2.1,1.96,3282.89,0,4.6
QC100501,Mumbai,Road,1009.8,5.21,2.8,3.03,7779.01,1,3.1
QC100502,Hyderabad,Rail,524.7,9.61,1.9,2.31,3106.42,1,3.3
QC100503,Delhi-NCR,Air,1218.7,2.74,3.6,1.48,24244.84,0,4.8
QC100504,Delhi-NCR,Air,1024.9,1.25,2.8,0.94,20304.54,0,4.1
QC100505,Mumbai,Road,909.6,3.53,2.7,2.91,6986.22,1,3.5
QC100506,Bangalore,ROAD,1116.4,2.01,3.4,2.25,8675.73,0,5.0
QC100507,Bangalore,Road,1057.6,1.69,3.1,2.87,8119.92,0,4.8
QC100508,Hyderabad,Road,58.0,3.19,1.3,1.13,506.22,0,3.6
QC100509,Mumbai,Road,557.5,,1.8,1.69,4360.12,0,4.3
QC100510,Delhi-NCR,Rail,1303.7,1.82,3.5,4.33,7210.93,1,3.5
QC100511,Bangalore,Rail,183.0,6.45,0.9,0.67,1091.31,0,4.7
QC100512,Mumbai,Air,1034.0,1.66,3.4,1.49,20501.66,0,4.3
QC100513,Bangalore,Road,1364.6,2.6,3.6,2.04,10436.13,0,4.1
QC100514,Bangalore,Road,80.7,3.79,0.7,0.99,662.21,1,3.3
QC100515,Delhi-NCR,Road,957.6,,2.8,3.01,7306.6,1,2.8
QC100516,Pune,Air,659.7,1.03,2.0,0.89,13031.96,0,4.9
QC100517,Hyderabad,Air,814.2,5.24,2.5,1.3,16106.88,0,5.0
QC100518,Hyderabad,Rail,126.8,2.07,1.1,0.54,774.87,0,4.6
QC100519,Delhi-NCR,Road,67.9,4.7,1.1,0.3,613.44,0,4.3
QC100520,Bangalore,Rail,936.3,1.41,2.8,3.01,5095.75,1,3.8
QC100521,Mumbai,Rail,1154.0,1.56,3.3,4.03,6256.53,1,3.7
QC100522,Bangalore,Road,1096.6,5.04,3.1,2.03,8484.02,0,4.3
QC100523,Delhi-NCR,Rail,765.0,3.69,2.2,2.51,4294.57,1,3.3
QC100524,Hyderabad,Road,147.0,2.31,0.8,1.27,1120.0,1,3.0
QC100525,Bangalore,Road,965.8,3.72,2.9,2.61,7472.03,0,4.5
QC100526,Hyderabad,Air,344.7,1.69,1.6,1.87,6871.86,1,3.4
QC100527,Mumbai,Road,1276.2,3.21,3.5,3.67,9889.23,1,2.9
QC100528,Hyderabad,Air,1174.9,3.25,3.1,1.93,99574.67537474664,0,3.9
QC100529,Hyderabad,Road,995.5,2.4,3.0,2.62,7688.11,0,3.7
QC100530,Pune,Road,1328.8,1.82,3.9,3.73,10122.58,0,4.6
QC100531,Pune,ROAD,51.7,3.13,0.9,1.32,403.31,1,3.3
QC100532,Pune,Road,1032.8,2.91,3.0,2.81,7883.29,0,4.4
QC100533,Hyderabad,Road,467.7,2.27,1.8,1.66,3470.21,0,4.6
QC100534,Delhi-NCR,Road,1269.2,1.62,3.4,3.77,9762.37,1,2.8
QC100535,Hyderabad,Road,379.2,3.03,1.5,1.24,2939.72,0,3.9
QC100536,Delhi-NCR,Road,1017.0,2.28,3.1,3.21,7845.03,1,3.4
QC100537,Delhi-NCR,Road,1229.7,1.61,3.6,3.72,9438.31,1,2.4
QC100538,Pune,Road,66.0,3.08,0.9,1.34,574.77,1,3.2
QC100539,Bangalore,Air,561.5,7.89,1.7,0.72,11340.01,0,5.0
QC100540,Mumbai,Air,1069.1,2.41,3.2,1.61,21212.0,0,3.7
QC100541,Pune,Road,641.2,7.38,2.5,1.95,5078.16,0,4.2
QC100542,Pune,Road,380.0,10.68,1.6,1.69,3081.11,1,2.2
QC100543,Bangalore,Rail,314.0,,1.5,1.27,1775.69,0,4.3
QC100544,Mumbai,Air,191.1,3.02,1.1,0.7,3763.76,0,5.0
QC100545,Hyderabad,Rail,1201.1,10.61,3.5,4.28,6566.67,1,3.5
QC100546,Hyderabad,AIR,808.9,2.79,2.5,0.77,16192.84,0,4.1
QC100547,Pune,Road,114.3,3.07,1.2,1.3,1039.83,1,4.4
QC100548,Mumbai,Road,540.6,1.1,1.9,1.64,4038.66,0,3.5
QC100549,Pune,Road,519.9,2.18,2.0,1.56,4014.31,0,4.6
QC100550,Delhi-NCR,Road,261.0,4.19,1.4,1.0,2081.06,0,4.4
QC100551,Pune,Road,614.2,12.9,2.4,2.07,4974.21,0,4.3
QC100552,Pune,Road,470.3,2.67,1.9,1.63,3750.21,0,4.8
QC100553,Hyderabad,Road,483.8,1.11,2.1,1.89,3657.37,0,3.8
QC100554,Hyderabad,Air,1036.7,,3.1,1.6,20489.42,0,4.6
QC100555,Hyderabad,Air,318.8,2.94,1.5,0.9,6365.09,0,4.5
QC100556,Delhi-NCR,Road,901.5,6.09,2.8,3.94,6948.28,1,2.9
QC100557,Hyderabad,Air,802.3,4.4,2.4,1.2,15801.89,0,5.0
QC100558,Mumbai,Road,798.8,3.96,2.6,1.95,6168.47,0,4.3
QC100559,Bangalore,Rail,930.9,6.59,2.7,2.0,5196.93,0,4.3
QC100560,Mumbai,Road,771.3,1.95,2.5,1.71,5934.32,0,3.9
QC100561,Mumbai,Rail,1231.9,3.04,3.6,4.19,6744.42,1,3.2
QC100562,Hyderabad,Air,948.4,2.2,3.1,1.63,18846.78,0,
QC100563,Bangalore,Road,769.4,2.55,2.5,1.53,5870.19,0,4.3
QC100564,Bangalore,Road,1163.0,1.64,3.5,3.84,8930.55,1,3.6
QC100565,Bangalore,Road,851.8,2.44,2.8,2.37,6468.68,0,4.9
QC100566,Delhi-NCR,Road,413.3,2.95,1.6,1.84,3184.13,1,3.2
QC100567,Hyderabad,Road,296.3,2.4,1.8,2.21,2312.92,1,3.1
QC100568,Bangalore,Road,220.0,,1.2,1.68,1732.07,1,3.5
QC100569,Delhi-NCR,Road,1260.0,3.83,3.6,4.0,9630.48,1,3.2
QC100570,Pune,Air,996.5,6.32,3.2,1.67,19779.12,0,4.2
QC100571,Pune,Rail,1312.8,6.6,3.9,4.46,7225.38,1,3.8
QC100572,Delhi-NCR,Road,847.8,4.74,2.7,2.6,6620.63,0,4.4
QC100573,Delhi-NCR,Road,667.0,1.41,2.4,2.38,5115.51,0,5.0
QC100574,Hyderabad,Road,91.1,2.42,1.0,1.07,725.05,1,3.3
QC100575,Hyderabad,Air,942.9,2.55,2.8,1.29,18771.2,0,
QC100576,Pune,Road,818.4,2.03,2.4,2.01,6250.98,0,2.7
QC100577,Bangalore,Rail,1386.4,3.69,3.9,3.77,7656.6,0,3.5
QC100578,Pune,Air,340.9,1.15,1.7,0.3,6689.8,0,3.6
QC100579,Bangalore,Road,746.8,8.3,2.3,2.06,5925.33,0,4.5
QC100580,Bangalore,Road,914.1,6.15,2.8,1.65,7135.92,0,3.9
QC100581,Hyderabad,Rail,905.3,4.0,3.2,3.32,5105.23,1,2.3
QC100582,Mumbai,Air,789.3,2.89,2.7,0.41,15612.89,0,4.3
QC100583,Mumbai,Road,1089.5,6.28,3.0,2.69,8307.67,0,3.9
QC100584,Delhi-NCR,Road,293.3,4.54,1.6,1.57,2400.43,0,4.6
QC100585,Hyderabad,Air,1018.1,5.84,2.9,1.74,92641.88509538434,0,4.6
QC100586,Bangalore,ROAD,870.7,2.9,2.3,2.54,6750.0,1,3.6
QC100587,Mumbai,Rail,1255.3,8.79,3.5,3.88,7007.77,1,2.0
QC100588,Bangalore,Road,1187.3,6.05,3.6,2.46,9214.53,0,4.4
QC100589,Mumbai,ROAD,446.7,4.08,2.0,1.9,3504.63,0,4.3
QC100590,Mumbai,Air,392.5,6.38,1.7,0.3,7910.4,0,3.8
QC100591,Mumbai,Road,1374.5,2.34,3.7,3.89,10607.29,1,
QC100592,Hyderabad,Road,742.0,1.49,2.5,2.59,5738.34,1,3.2
QC100593,Pune,Road,1269.7,3.64,3.5,3.93,9705.73,1,3.8
QC100594,Bangalore,Road,236.1,2.9,1.2,1.03,1967.86,0,3.1
QC100595,Hyderabad,Air,902.8,2.67,2.9,0.97,17926.57,0,4.0
QC100596,Hyderabad,Road,1135.3,6.23,3.2,2.73,8828.29,0,4.5
QC100597,Hyderabad,Road,1326.8,3.32,3.9,3.21,10252.44,0,5.0
QC100598,Hyderabad,AIR,477.6,3.52,1.8,0.3,9589.2,0,4.2
QC100599,Hyderabad,Air,1017.2,2.47,3.3,1.8,20248.15,0,5.0
QC100600,Delhi-NCR,Road,758.0,5.1,2.2,2.91,5898.4,1,2.4
QC100601,Bangalore,Road,92.4,4.58,0.9,0.95,793.35,1,2.3
QC100602,Hyderabad,Rail,968.5,5.07,2.9,3.34,5345.68,1,3.8
QC100603,Bangalore,Air,968.6,2.23,2.6,2.01,19284.42,0,3.2
QC100604,Delhi-NCR,Road,1303.4,6.57,3.3,3.76,10022.51,1,3.5
QC100605,Delhi-NCR,Road,700.3,9.05,2.0,2.43,5558.84,1,3.2
QC100606,Bangalore,Road,328.5,4.98,1.5,1.18,2549.49,0,3.9
QC100607,Mumbai,Air,70.0,1.85,0.9,0.3,1530.37,0,4.2
QC100608,Pune,Rail,586.6,1.86,2.1,2.47,3223.16,1,2.7
QC100609,Mumbai,Air,428.3,2.4,1.7,0.45,8498.58,0,4.2
QC100610,Mumbai,Air,1067.4,2.14,3.2,1.06,21198.76,0,4.4
QC100611,Mumbai,AIR,501.1,2.88,1.8,1.05,9974.17,0,4.2
QC100612,Hyderabad,Road,1329.1,4.39,3.8,3.49,10237.02,0,4.1
QC100613,Delhi-NCR,ROAD,1347.5,3.58,3.8,3.95,10264.26,1,3.4
QC100614,Mumbai,Road,872.3,3.39,2.7,2.26,6672.66,0,5.0
QC100615,Delhi-NCR,Road,1300.7,2.6,3.7,3.78,9988.73,1,3.2
QC100616,Bangalore,Rail,1067.1,2.87,3.1,2.86,5712.7,0,4.8
QC100617,Pune,Road,769.2,4.84,2.2,2.04,5936.27,0,3.9
QC100618,Bangalore,Road,259.0,0.9,1.5,0.73,1967.56,0,3.7
QC100619,Bangalore,Road,646.4,2.98,2.1,2.17,4951.83,1,
QC100620,Hyderabad,Road,788.7,3.57,2.7,2.52,6144.16,0,4.3
QC100621,Pune,Road,1210.6,4.81,3.5,3.63,9294.86,1,3.9
QC100622,Bangalore,Road,678.0,1.64,2.3,2.3,5221.52,1,4.0
QC100623,Bangalore,Air,1257.6,1.59,3.3,1.27,24907.91,0,4.8
QC100624,Pune,ROAD,946.7,4.26,3.1,3.03,7311.81,0,4.8
QC100625,Pune,AIR,198.7,0.96,1.2,0.49,4047.92,0,2.7
QC100626,Bangalore,Road,1393.0,6.68,3.9,3.25,10787.47,0,4.6
QC100627,Pune,Road,741.9,3.44,2.4,2.73,5759.84,1,3.7
QC100628,Bangalore,Road,553.5,7.65,2.0,1.87,4326.05,0,3.8
QC100629,Bangalore,Road,925.5,1.56,2.8,2.24,7145.72,0,4.4
QC100630,Hyderabad,Air,159.6,2.31,1.2,0.67,3236.7,0,3.9
QC100631,Mumbai,Road,894.1,,2.7,1.94,6881.9,0,4.9
QC100632,Bangalore,Road,701.5,1.86,2.3,2.04,5327.4,0,3.9
QC100633,Delhi-NCR,Air,574.1,2.69,2.1,0.38,11380.49,0,4.0
QC100634,Mumbai,Road,1334.6,0.93,3.8,2.97,10312.44,0,4.2
QC100635,Mumbai,Road,735.4,2.37,2.4,2.35,38564.800948899945,0,5.0
QC100636,Mumbai,Air,313.0,0.91,1.6,0.3,6307.98,0,4.9
QC100637,Hyderabad,Road,646.9,2.57,2.1,2.84,4962.26,1,4.1
QC100638,Bangalore,Road,1287.8,5.98,3.9,3.44,9968.2,0,3.5
QC100639,Hyderabad,RAIL,253.1,2.94,1.6,0.69,1408.43,0,3.8
QC100640,Bangalore,Air,305.8,8.12,1.6,1.51,6150.31,0,5.0
QC100641,Hyderabad,Road,26.1,4.82,0.6,1.76,236.6,1,2.4
QC100642,Hyderabad,Air,27.8,6.75,1.0,0.3,629.69,0,4.1
QC100643,Delhi-NCR,Road,1162.5,1.9,3.3,3.09,8936.21,0,5.0
QC100644,Hyderabad,Road,1027.1,1.87,2.9,3.67,7944.4,1,2.8
QC100645,Pune,Road,502.2,3.7,1.8,1.57,3913.42,0,3.5
QC100646,Delhi-NCR,Road,980.0,1.17,2.8,3.08,7516.06,1,3.3
QC100647,Hyderabad,Road,558.1,3.99,2.1,2.4,4413.91,1,2.4
QC100648,Mumbai,Road,1334.4,2.47,4.0,3.3,10255.1,0,5.0
QC100649,Pune,Air,1354.1,6.67,3.9,1.61,26898.67,0,4.0
QC100650,Pune,Air,554.8,4.52,2.4,0.36,69430.76705213831,0,3.9
QC100651,Pune,Road,1197.1,5.8,3.2,2.98,9338.44,0,4.4
QC100652,Delhi-NCR,Air,1084.1,1.91,3.1,1.46,21479.8,0,4.2
QC100653,Hyderabad,Road,439.5,5.63,1.6,1.15,3428.8,0,4.5
QC100654,Hyderabad,Road,331.0,7.15,1.7,0.93,2620.95,0,4.7
QC100655,Mumbai,Air,645.9,2.94,2.2,0.93,12914.59,0,4.3
QC100656,Mumbai,Road,1095.6,1.93,3.2,2.13,8381.7,0,3.8
QC100657,Pune,Road,1344.6,1.95,3.8,3.2,10380.72,0,4.8
QC100658,Mumbai,Road,1070.9,6.32,2.9,3.59,8292.32,1,3.0
QC100659,Delhi-NCR,Road,1198.4,15.04,3.3,3.4,9365.98,1,2.9
QC100660,Hyderabad,Road,847.5,1.67,2.8,2.39,6493.49,0,4.5
QC100661,Pune,Road,1170.9,1.59,3.3,3.03,8984.04,0,
QC100662,Mumbai,Rail,1099.9,5.22,2.9,3.24,6026.51,1,3.5
QC100663,Delhi-NCR,Road,532.8,1.91,1.8,2.17,4101.9,1,3.4
QC100664,Delhi-NCR,ROAD,776.4,5.53,2.5,2.73,6019.68,1,3.9
QC100665,Mumbai,Road,1128.2,3.97,3.3,2.78,8655.09,0,4.1
QC100666,Hyderabad,ROAD,72.1,2.96,0.9,0.71,605.49,0,5.0
QC100667,Mumbai,Rail,1132.8,3.91,3.2,3.98,6219.96,1,3.6
